School,Small School,Locality,"Number of VCE, VCE Vocational Major (VM) studies and VCE VET programs at Units 3 and 4 level with enrolments ",Number of Vocational Education and Training (VET) certificates with enrolments,Number of Higher Education studies (HES) with enrolments,Enrolment(s) in VCE Vocational Major (VM) unit(s)​,Enrolment(s) in the Victorian Pathways Certificate (VPC),Enrolment(s) in the International Baccalaureate (IB) Diploma,Enrolment(s) in Northern Hemisphere Timetable (NHT) delivery at Units 3 and 4 level ​,Number of students enrolled in at least one VCE or VCE Vocational Major (VM) study or VCE VET program at Units 3 and 4 level,Number of students enrolled in a Vocational Education and Training (VET) certificate,Number of students enrolled in an School-based Apprenticeship or Traineeship (SBAT),Number of students enrolled in a Higher Education study (HES),Percentage of VCE students applying for tertiary places through the Victorian Tertiary Admissions Centre (VTAC),Percentage of satisfactory VCE completions,Number of students awarded the VCE Vocational Major (VM),Number of students awarded the VCE (Baccalaureate),Percentage of Vocational Education and Training (VET) units of competency completed,Percentage of Higher Education studies (HES) completed,Median VCE study score,Percentage of study scores of 40 and over,Number of students awarded the Victorian Pathways Certificate (VPC),SchoolName_clean,ACARA SML ID,Location AGE ID,School AGE ID,Rolled School ID,School Name,Suburb,State,Postcode,School Sector,School Type,Special school,Campus Type,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name,State Electoral Division,State Electoral Division Name,Commonwealth Electoral Division,Commonwealth Electoral Division Name,Calendar Year,ACARA SML ID_profile,Location AGE ID_profile,School AGE ID_profile,School Name_profile,Suburb_profile,State_profile,Postcode_profile,School Sector_profile,School Type_profile,Campus Type_profile,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40251,57222.0,17222.0,40251,St Patrick's College,PROSPECT VALE,TAS,7250,Catholic,Secondary,0,School Head Campus,-41.473557,147.127444,1,Inner Regional,60105765900,60201104810,602011048,Summerhill - Prospect,60201,Launceston,602,Launceston and North East,64010,Launceston,60113,Bass (Rosevears),601,Bass,2024,45634,54104.0,14104.0,St Patrick's College,Ballarat,VIC,3350,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpats.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1056.0,70.0,15.0,32.0,32.0,21.0,119.0,110.9,92.0,77.3,1262.0,0.0,1262.0,1262.0,4.0,3.0,97.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40251,57222.0,17222.0,40251,St Patrick's College,PROSPECT VALE,TAS,7250,Catholic,Secondary,0,School Head Campus,-41.473557,147.127444,1,Inner Regional,60105765900,60201104810,602011048,Summerhill - Prospect,60201,Launceston,602,Launceston and North East,64010,Launceston,60113,Bass (Rosevears),601,Bass,2024,47857,55654.0,15654.0,St Patrick's College,Shorncliffe,QLD,4017,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpatricks.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-12,Major Cities,1091.0,82.0,6.0,24.0,36.0,34.0,117.0,115.3,78.0,66.6,1419.0,0.0,1419.0,1418.5,2.0,13.0,57.0,30.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40251,57222.0,17222.0,40251,St Patrick's College,PROSPECT VALE,TAS,7250,Catholic,Secondary,0,School Head Campus,-41.473557,147.127444,1,Inner Regional,60105765900,60201104810,602011048,Summerhill - Prospect,60201,Launceston,602,Launceston and North East,64010,Launceston,60113,Bass (Rosevears),601,Bass,2024,47893,40679.0,679.0,St Patrick's College,Gympie,QLD,4570,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.spcgympie.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1034.0,62.0,18.0,37.0,28.0,17.0,41.0,38.8,26.0,19.7,486.0,245.0,241.0,486.0,3.0,4.0,96.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40684,57232.0,17232.0,40684,St Patrick's College,MACKAY,QLD,4740,Catholic,Secondary,0,School Head Campus,-21.138565,149.184476,1,Inner Regional,30562394200,31202134610,312021346,Mackay,31202,Mackay,312,Mackay - Isaac - Whitsunday,34770,Mackay,30047,Mackay,306,Dawson,2024,40251,57222.0,17222.0,St Patrick's College,Prospect Vale,TAS,7250,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpatricks.tas.edu.au,Catholic Education Tasmania,https://www.catholic.tas.edu.au/,7-12,Inner Regional,1016.0,54.0,26.0,31.0,26.0,17.0,140.0,129.0,105.0,70.5,1545.0,783.0,762.0,1545.0,5.0,11.0,89.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40684,57232.0,17232.0,40684,St Patrick's College,MACKAY,QLD,4740,Catholic,Secondary,0,School Head Campus,-21.138565,149.184476,1,Inner Regional,30562394200,31202134610,312021346,Mackay,31202,Mackay,312,Mackay - Isaac - Whitsunday,34770,Mackay,30047,Mackay,306,Dawson,2024,40684,57232.0,17232.0,St Patrick's College,Mackay,QLD,4740,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpats.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1000.0,47.0,28.0,33.0,26.0,13.0,140.0,123.5,93.0,65.6,1422.0,699.0,723.0,1422.0,7.0,6.0,65.0,29.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40684,57232.0,17232.0,40684,St Patrick's College,MACKAY,QLD,4740,Catholic,Secondary,0,School Head Campus,-21.138565,149.184476,1,Inner Regional,30562394200,31202134610,312021346,Mackay,31202,Mackay,312,Mackay - Isaac - Whitsunday,34770,Mackay,30047,Mackay,306,Dawson,2024,45634,54104.0,14104.0,St Patrick's College,Ballarat,VIC,3350,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpats.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1056.0,70.0,15.0,32.0,32.0,21.0,119.0,110.9,92.0,77.3,1262.0,0.0,1262.0,1262.0,4.0,3.0,97.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40684,57232.0,17232.0,40684,St Patrick's College,MACKAY,QLD,4740,Catholic,Secondary,0,School Head Campus,-21.138565,149.184476,1,Inner Regional,30562394200,31202134610,312021346,Mackay,31202,Mackay,312,Mackay - Isaac - Whitsunday,34770,Mackay,30047,Mackay,306,Dawson,2024,47857,55654.0,15654.0,St Patrick's College,Shorncliffe,QLD,4017,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpatricks.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-12,Major Cities,1091.0,82.0,6.0,24.0,36.0,34.0,117.0,115.3,78.0,66.6,1419.0,0.0,1419.0,1418.5,2.0,13.0,57.0,30.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,40684,57232.0,17232.0,40684,St Patrick's College,MACKAY,QLD,4740,Catholic,Secondary,0,School Head Campus,-21.138565,149.184476,1,Inner Regional,30562394200,31202134610,312021346,Mackay,31202,Mackay,312,Mackay - Isaac - Whitsunday,34770,Mackay,30047,Mackay,306,Dawson,2024,47893,40679.0,679.0,St Patrick's College,Gympie,QLD,4570,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.spcgympie.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1034.0,62.0,18.0,37.0,28.0,17.0,41.0,38.8,26.0,19.7,486.0,245.0,241.0,486.0,3.0,4.0,96.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,45634,54104.0,14104.0,45634,St Patrick's College,BALLARAT,VIC,3350,Catholic,Secondary,0,School Single Entity,-37.559711,143.831558,1,Inner Regional,20631984730,20101100206,201011002,Ballarat,20101,Ballarat,201,Ballarat,20570,Ballarat,28508,Wendouree (Western Victoria),202,Ballarat,2024,40251,57222.0,17222.0,St Patrick's College,Prospect Vale,TAS,7250,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpatricks.tas.edu.au,Catholic Education Tasmania,https://www.catholic.tas.edu.au/,7-12,Inner Regional,1016.0,54.0,26.0,31.0,26.0,17.0,140.0,129.0,105.0,70.5,1545.0,783.0,762.0,1545.0,5.0,11.0,89.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,45634,54104.0,14104.0,45634,St Patrick's College,BALLARAT,VIC,3350,Catholic,Secondary,0,School Single Entity,-37.559711,143.831558,1,Inner Regional,20631984730,20101100206,201011002,Ballarat,20101,Ballarat,201,Ballarat,20570,Ballarat,28508,Wendouree (Western Victoria),202,Ballarat,2024,40684,57232.0,17232.0,St Patrick's College,Mackay,QLD,4740,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpats.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1000.0,47.0,28.0,33.0,26.0,13.0,140.0,123.5,93.0,65.6,1422.0,699.0,723.0,1422.0,7.0,6.0,65.0,29.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,45634,54104.0,14104.0,45634,St Patrick's College,BALLARAT,VIC,3350,Catholic,Secondary,0,School Single Entity,-37.559711,143.831558,1,Inner Regional,20631984730,20101100206,201011002,Ballarat,20101,Ballarat,201,Ballarat,20570,Ballarat,28508,Wendouree (Western Victoria),202,Ballarat,2024,45634,54104.0,14104.0,St Patrick's College,Ballarat,VIC,3350,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpats.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1056.0,70.0,15.0,32.0,32.0,21.0,119.0,110.9,92.0,77.3,1262.0,0.0,1262.0,1262.0,4.0,3.0,97.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,45634,54104.0,14104.0,45634,St Patrick's College,BALLARAT,VIC,3350,Catholic,Secondary,0,School Single Entity,-37.559711,143.831558,1,Inner Regional,20631984730,20101100206,201011002,Ballarat,20101,Ballarat,201,Ballarat,20570,Ballarat,28508,Wendouree (Western Victoria),202,Ballarat,2024,47857,55654.0,15654.0,St Patrick's College,Shorncliffe,QLD,4017,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpatricks.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-12,Major Cities,1091.0,82.0,6.0,24.0,36.0,34.0,117.0,115.3,78.0,66.6,1419.0,0.0,1419.0,1418.5,2.0,13.0,57.0,30.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,45634,54104.0,14104.0,45634,St Patrick's College,BALLARAT,VIC,3350,Catholic,Secondary,0,School Single Entity,-37.559711,143.831558,1,Inner Regional,20631984730,20101100206,201011002,Ballarat,20101,Ballarat,201,Ballarat,20570,Ballarat,28508,Wendouree (Western Victoria),202,Ballarat,2024,47893,40679.0,679.0,St Patrick's College,Gympie,QLD,4570,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.spcgympie.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1034.0,62.0,18.0,37.0,28.0,17.0,41.0,38.8,26.0,19.7,486.0,245.0,241.0,486.0,3.0,4.0,96.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47857,55654.0,15654.0,47857,St Patrick's College,SHORNCLIFFE,QLD,4017,Catholic,Combined,0,School Single Entity,-27.323343,153.083148,0,Major Cities,30115460000,30204104408,302041044,Sandgate - Shorncliffe,30204,Sandgate,302,Brisbane - North,31000,Brisbane,30074,Sandgate,319,Lilley,2024,40251,57222.0,17222.0,St Patrick's College,Prospect Vale,TAS,7250,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpatricks.tas.edu.au,Catholic Education Tasmania,https://www.catholic.tas.edu.au/,7-12,Inner Regional,1016.0,54.0,26.0,31.0,26.0,17.0,140.0,129.0,105.0,70.5,1545.0,783.0,762.0,1545.0,5.0,11.0,89.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47857,55654.0,15654.0,47857,St Patrick's College,SHORNCLIFFE,QLD,4017,Catholic,Combined,0,School Single Entity,-27.323343,153.083148,0,Major Cities,30115460000,30204104408,302041044,Sandgate - Shorncliffe,30204,Sandgate,302,Brisbane - North,31000,Brisbane,30074,Sandgate,319,Lilley,2024,40684,57232.0,17232.0,St Patrick's College,Mackay,QLD,4740,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpats.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1000.0,47.0,28.0,33.0,26.0,13.0,140.0,123.5,93.0,65.6,1422.0,699.0,723.0,1422.0,7.0,6.0,65.0,29.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47857,55654.0,15654.0,47857,St Patrick's College,SHORNCLIFFE,QLD,4017,Catholic,Combined,0,School Single Entity,-27.323343,153.083148,0,Major Cities,30115460000,30204104408,302041044,Sandgate - Shorncliffe,30204,Sandgate,302,Brisbane - North,31000,Brisbane,30074,Sandgate,319,Lilley,2024,45634,54104.0,14104.0,St Patrick's College,Ballarat,VIC,3350,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpats.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1056.0,70.0,15.0,32.0,32.0,21.0,119.0,110.9,92.0,77.3,1262.0,0.0,1262.0,1262.0,4.0,3.0,97.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47857,55654.0,15654.0,47857,St Patrick's College,SHORNCLIFFE,QLD,4017,Catholic,Combined,0,School Single Entity,-27.323343,153.083148,0,Major Cities,30115460000,30204104408,302041044,Sandgate - Shorncliffe,30204,Sandgate,302,Brisbane - North,31000,Brisbane,30074,Sandgate,319,Lilley,2024,47857,55654.0,15654.0,St Patrick's College,Shorncliffe,QLD,4017,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpatricks.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-12,Major Cities,1091.0,82.0,6.0,24.0,36.0,34.0,117.0,115.3,78.0,66.6,1419.0,0.0,1419.0,1418.5,2.0,13.0,57.0,30.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47857,55654.0,15654.0,47857,St Patrick's College,SHORNCLIFFE,QLD,4017,Catholic,Combined,0,School Single Entity,-27.323343,153.083148,0,Major Cities,30115460000,30204104408,302041044,Sandgate - Shorncliffe,30204,Sandgate,302,Brisbane - North,31000,Brisbane,30074,Sandgate,319,Lilley,2024,47893,40679.0,679.0,St Patrick's College,Gympie,QLD,4570,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.spcgympie.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1034.0,62.0,18.0,37.0,28.0,17.0,41.0,38.8,26.0,19.7,486.0,245.0,241.0,486.0,3.0,4.0,96.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47893,40679.0,679.0,47893,St Patrick's College,GYMPIE,QLD,4570,Catholic,Secondary,0,School Single Entity,-26.1921061887418,152.666748800278,1,Inner Regional,30231500000,31903151220,319031512,Gympie - North,31903,Gympie - Cooloola,319,Wide Bay,33620,Gympie,30032,Gympie,329,Wide Bay,2024,40251,57222.0,17222.0,St Patrick's College,Prospect Vale,TAS,7250,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpatricks.tas.edu.au,Catholic Education Tasmania,https://www.catholic.tas.edu.au/,7-12,Inner Regional,1016.0,54.0,26.0,31.0,26.0,17.0,140.0,129.0,105.0,70.5,1545.0,783.0,762.0,1545.0,5.0,11.0,89.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47893,40679.0,679.0,47893,St Patrick's College,GYMPIE,QLD,4570,Catholic,Secondary,0,School Single Entity,-26.1921061887418,152.666748800278,1,Inner Regional,30231500000,31903151220,319031512,Gympie - North,31903,Gympie - Cooloola,319,Wide Bay,33620,Gympie,30032,Gympie,329,Wide Bay,2024,40684,57232.0,17232.0,St Patrick's College,Mackay,QLD,4740,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stpats.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1000.0,47.0,28.0,33.0,26.0,13.0,140.0,123.5,93.0,65.6,1422.0,699.0,723.0,1422.0,7.0,6.0,65.0,29.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47893,40679.0,679.0,47893,St Patrick's College,GYMPIE,QLD,4570,Catholic,Secondary,0,School Single Entity,-26.1921061887418,152.666748800278,1,Inner Regional,30231500000,31903151220,319031512,Gympie - North,31903,Gympie - Cooloola,319,Wide Bay,33620,Gympie,30032,Gympie,329,Wide Bay,2024,45634,54104.0,14104.0,St Patrick's College,Ballarat,VIC,3350,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpats.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1056.0,70.0,15.0,32.0,32.0,21.0,119.0,110.9,92.0,77.3,1262.0,0.0,1262.0,1262.0,4.0,3.0,97.0,0.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47893,40679.0,679.0,47893,St Patrick's College,GYMPIE,QLD,4570,Catholic,Secondary,0,School Single Entity,-26.1921061887418,152.666748800278,1,Inner Regional,30231500000,31903151220,319031512,Gympie - North,31903,Gympie - Cooloola,319,Wide Bay,33620,Gympie,30032,Gympie,329,Wide Bay,2024,47857,55654.0,15654.0,St Patrick's College,Shorncliffe,QLD,4017,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpatricks.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-12,Major Cities,1091.0,82.0,6.0,24.0,36.0,34.0,117.0,115.3,78.0,66.6,1419.0,0.0,1419.0,1418.5,2.0,13.0,57.0,30.0
St Patrick's College,,BALLARAT,45,18,-,Y,,,,276,165,11,-,63.7,98,18,< 4,97,-,28,5.3,-,ST PATRICK'S COLLEGE,47893,40679.0,679.0,47893,St Patrick's College,GYMPIE,QLD,4570,Catholic,Secondary,0,School Single Entity,-26.1921061887418,152.666748800278,1,Inner Regional,30231500000,31903151220,319031512,Gympie - North,31903,Gympie - Cooloola,319,Wide Bay,33620,Gympie,30032,Gympie,329,Wide Bay,2024,47893,40679.0,679.0,St Patrick's College,Gympie,QLD,4570,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.spcgympie.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,1034.0,62.0,18.0,37.0,28.0,17.0,41.0,38.8,26.0,19.7,486.0,245.0,241.0,486.0,3.0,4.0,96.0,0.0
St Peter's College,,CRANBOURNE,67,32,8,Y,Y,,,421,256,11,5,74.6,98,31,< 4,70,88,26,2.3,< 4,ST PETER'S COLLEGE,46087,54579.0,14579.0,46087,St Peter's College,CRANBOURNE,VIC,3977,Catholic,Secondary,0,School Head Campus,-38.108411,145.256866,0,Major Cities,20122490000,21203130417,212031304,Cranbourne West,21203,Casey - South,212,Melbourne - South East,21610,Casey,22005,Cranbourne (South-Eastern Metropolitan),221,Holt,2024,46087,54579.0,14579.0,St Peter's College,Cranbourne,VIC,3977,Catholic,Secondary,School Head Campus,Rolled Reporting,https://www2.stpeters.vic.edu.au/,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1042.0,65.0,20.0,32.0,31.0,17.0,179.0,165.4,107.0,85.5,1962.0,937.0,1025.0,1962.0,1.0,59.0,41.0,0.0
St Peter's College,,CRANBOURNE,67,32,8,Y,Y,,,421,256,11,5,74.6,98,31,< 4,70,88,26,2.3,< 4,ST PETER'S COLLEGE,46087,54579.0,14579.0,46087,St Peter's College,CRANBOURNE,VIC,3977,Catholic,Secondary,0,School Head Campus,-38.108411,145.256866,0,Major Cities,20122490000,21203130417,212031304,Cranbourne West,21203,Casey - South,212,Melbourne - South East,21610,Casey,22005,Cranbourne (South-Eastern Metropolitan),221,Holt,2024,49813,40252.0,252.0,St Peter's College,St Peters,SA,5069,Independent,Combined,School Single Entity,Individual Reporting,http://www.stpeters.sa.edu.au,Association of Independent Schools of SA,https://www.ais.sa.edu.au/,R-12,Major Cities,1167.0,97.0,4.0,7.0,22.0,67.0,162.0,151.6,108.0,92.5,1566.0,0.0,1566.0,1566.0,0.0,36.0,64.0,0.0
St Peter's College,,CRANBOURNE,67,32,8,Y,Y,,,421,256,11,5,74.6,98,31,< 4,70,88,26,2.3,< 4,ST PETER'S COLLEGE,49813,40252.0,252.0,49813,St Peter's College,ST PETERS,SA,5069,Independent,Combined,0,School Single Entity,-34.916908,138.618412,0,Major Cities,40106800000,40105101903,401051019,St Peters - Marden,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham and St Peters,40010,Dunstan,410,Sturt,2024,46087,54579.0,14579.0,St Peter's College,Cranbourne,VIC,3977,Catholic,Secondary,School Head Campus,Rolled Reporting,https://www2.stpeters.vic.edu.au/,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1042.0,65.0,20.0,32.0,31.0,17.0,179.0,165.4,107.0,85.5,1962.0,937.0,1025.0,1962.0,1.0,59.0,41.0,0.0
St Peter's College,,CRANBOURNE,67,32,8,Y,Y,,,421,256,11,5,74.6,98,31,< 4,70,88,26,2.3,< 4,ST PETER'S COLLEGE,49813,40252.0,252.0,49813,St Peter's College,ST PETERS,SA,5069,Independent,Combined,0,School Single Entity,-34.916908,138.618412,0,Major Cities,40106800000,40105101903,401051019,St Peters - Marden,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham and St Peters,40010,Dunstan,410,Sturt,2024,49813,40252.0,252.0,St Peter's College,St Peters,SA,5069,Independent,Combined,School Single Entity,Individual Reporting,http://www.stpeters.sa.edu.au,Association of Independent Schools of SA,https://www.ais.sa.edu.au/,R-12,Major Cities,1167.0,97.0,4.0,7.0,22.0,67.0,162.0,151.6,108.0,92.5,1566.0,0.0,1566.0,1566.0,0.0,36.0,64.0,0.0
St Thomas Aquinas College,*,TYNONG,16,4,-,,,,,18,5,-,-,54.5,100,-,< 4,88,-,26,0,-,ST THOMAS AQUINAS COLLEGE,46346,56096.0,16096.0,46346,St Thomas Aquinas College,TYNONG,VIC,3813,Independent,Combined,0,School Single Entity,-38.0829561,145.62279301,1,Inner Regional,20100992000,21201154711,212011547,Bunyip - Garfield,21201,Cardinia,212,Melbourne - South East,21450,Cardinia,25701,Narracan (Eastern Victoria),227,La Trobe,2024,46346,56096.0,16096.0,St Thomas Aquinas College,Tynong,VIC,3813,Independent,Combined,School Single Entity,Individual Reporting,http://www.stac.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Inner Regional,1030.0,60.0,27.0,27.0,31.0,16.0,28.0,21.2,20.0,13.0,222.0,107.0,115.0,222.0,0.0,28.0,72.0,0.0
Star of the Sea College,,BRIGHTON,60,22,-,Y,,,,319,67,-,-,95.7,100,12,6,89,-,34,18.8,-,STAR OF THE SEA COLLEGE,45675,41272.0,1272.0,45675,Star of the Sea College,BRIGHTON,VIC,3186,Catholic,Secondary,0,School Single Entity,-37.896734,144.99678,0,Major Cities,20631987420,20801116935,208011169,Brighton (Vic.),20801,Bayside,208,Melbourne - Inner South,20910,Bayside (Vic.),21206,Brighton (Southern Metropolitan),217,Goldstein,2024,45675,41272.0,1272.0,Star of the Sea College,Brighton,VIC,3186,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.starmelb.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1133.0,92.0,3.0,13.0,32.0,52.0,114.0,106.3,42.0,38.1,1189.0,1189.0,0.0,1189.0,1.0,4.0,96.0,0.0
Staughton College,,MELTON SOUTH,37,30,-,Y,Y,,,174,183,-,-,53.4,95,45,-,67,-,25,1.5,< 4,STAUGHTON COLLEGE,45336,56432.0,16432.0,45336,Staughton College,MELTON SOUTH,VIC,3338,Government,Secondary,0,School Single Entity,-37.708271,144.567745,0,Major Cities,20631943850,21304157811,213041578,Melton South - Weir Views,21304,Melton - Bacchus Marsh,213,Melbourne - West,24650,Melton,24808,Melton (Western Victoria),219,Hawke,2024,45336,56432.0,16432.0,Staughton College,Melton South,VIC,3338,Government,Secondary,School Single Entity,Individual Reporting,http://www.staughtoncollege.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,960.0,28.0,51.0,29.0,15.0,4.0,108.0,103.1,78.0,57.4,1518.0,770.0,748.0,1517.1,3.0,50.0,50.0,0.0
